序号,产品名,当前轮次,成立日期,所属城市,产品介绍,所属企业,tag
3,维斯塔斯,未融资,2005-06-27,天津市,维斯塔斯始终致力于推动风电技术的领航者，风电发展的原动力，是世界风力技术领域的先驱，和发展风力发电工业的驱动力。维斯塔斯的核心业务包括研发，制造，销售，维护风力发电系统，主要产品是风力发电机。,维斯塔斯风力技术（中国）有限公司,上海电气风电集团股份有限公司
4,长风新能源,未融资,2008-04-11,南京市,长风新能源是一家风力发电机生产商，主要经营范围为：兆瓦级风力发电机、大中型交流电动机的科技开发、生产、销售、服务，公司的主要产品为双馈异步风力发电机、永磁直驱风力发电机、半直驱紧凑型3MW风力发电机及交流电动机产品等。,南京汽轮电机长风新能源股份有限公司,上海电气风电集团股份有限公司
5,运达股份,定向增发,2001-11-30,杭州市,运达股份专业从事风力发电机组技术研究、产品研发，现主营大型并网型风力发电机组设计、生产和销售以及风电场运行维护、技术改造，备品备件的供应，并提供风力发电工程的风场规划、技术咨询、设计和施工等服务。,运达能源科技集团股份有限公司,上海电气风电集团股份有限公司
6,明阳智能,定向增发,2006-06-02,中山市,明阳智慧能源集团股份公司是中国非国有（或国资控股）的风机制造商，致力于兆瓦级风机的设计、制造、销售及服务。主营业务包括新能源高端装备、兆瓦级风机及核心部件的开发设计、产品制造、运维服务、新能源投资运营。,明阳智慧能源集团股份公司,上海电气风电集团股份有限公司
7,金风科创,股权转让,2006-02-13,北京市,金风科创成立于2006年，总部位于北京市，是一家风力发电机组整机制造商，专注于从事直驱永磁技术的研发与应用，旗下风电机组主要应用于智能电网、分布式发电、风能海水淡化、风光互补等领域，此外，还提供风电投资咨询、项目建设、运行维护等相关服务。,北京金风科创风电设备有限公司,上海电气风电集团股份有限公司
8,东方风电,未融资,2015-03-27,德阳市,东方风电成立于2015年3月，是东方电气集团整合旗下经历10余年发展的风电业务资源，组建成立的一家风电产业一体化专业公司。东方风电具备直驱、双馈两种主流技术路线风力发电机组及其配套叶片、发电机、电控系统等核心部件研发制造能力，产品涵盖1.5MW—5.5SMW系列陆上和5.0MW—10MW系列海上风力发电机组。产品批量出口瑞典、俄罗斯、芬兰、埃塞俄比亚、古巴、厄瓜多尔、越南等多个国家，已为国内外用户提供各型风力发电机组10000余台。,东方电气风电股份有限公司,上海电气风电集团股份有限公司
9,湘电风能,未融资,2006-06-09,湘潭市,湘电风能有限公司（湘电风能）是湘电集团旗下专业从事大型风力发电装备制造企业。湘电风能有限公司主要从事兆瓦级风力发电机组整机和部件的设计、制造、销售和售后服务。,湖南兴蓝风电有限公司,上海电气风电集团股份有限公司
10,远景能源,B轮,2008-03-19,无锡市,"远景能源是一家风能发电机供应商，致力于通过智能控制技术、先进的通信和信息技术建设能源互联网，推动传统能源领域的智慧变革。远景的“格林威治”云平台、智慧风场Wind OS平台、阿波罗光伏云平台目前管理着包括北美、欧洲、中国等在内的超过1,300万千瓦的全球新能源资产。",远景能源有限公司,上海电气风电集团股份有限公司
11,航天特谱,A轮,2011-10-11,苏州市,航天特谱主要从事大型并网型发电机组的研制开发与生产制造，利用全球风电产业的技术和人力资源，结合中国市场实际需求，依靠本地化制造资源和服务网络，致力于大型风力发电机及其零部件的国产化。,苏州航天特谱清洁能源有限公司,上海电气风电集团股份有限公司
12,华风风电,A轮,2007-12-06,苏州市,华风风电拥有国内、外先进的技术优势，并拥有雄厚的资金实力，是专业从事风力发电设备及配件制造的厂商，从业人员有多年的管理经验和国际先进的管理模式，并在多年的从业过程中不断探索，掌握了风能发电业的尖端的管理技术。以华风风电总经理为首的管理人员、技术人员拥有丰富的实践经验，有多年国内外工作经历，对于挑战经济全球化，参与国际国内竞争，尽快发展及强化核心竞争力，有着十分的优势和能力。,昆山华风风电科技有限公司,上海电气风电集团股份有限公司
13,天顺风能,定向增发,2005-01-18,苏州市,天顺风能是一家生产及销售风电设备的企业，公司的主要产品为风塔和风塔零部件，公司拥有太仓新区工厂、包头工厂、太仓港区海上风塔工厂、珠海工厂和欧洲工厂五大生产基地，专业从事兆瓦级大功率风力发电塔架及其相关产品的生产、销售。,天顺风能（苏州）股份有限公司,上海电气风电集团股份有限公司
14,国电联合,股权转让,1994-12-13,北京市,国电联合成立于1994年，总部位于北京，是一家专门从事风电设备研发、设计、制造及销售大型陆地、海上和潮间带风电机组的技术企业。,国电联合动力技术有限公司,上海电气风电集团股份有限公司
15,上海致远,定向增发,2006-06-20,上海市,上海致远是一家中小型风力发电机研发商，公司产品包括风力发电机组、控制器及逆变器等，同时还为商业发电、微电网、离网及通信等领域提供风力发电系统的相关技术支持以及整体解决方案服务。,上海致远绿色能源股份有限公司,上海电气风电集团股份有限公司
16,金杰新能源,未融资,2010-04-08,包头市,金杰新能源成立于2010年，主营业务包括风电设备研发、生产；风力发电控制系统制造等。,金杰新能源股份有限公司,上海电气风电集团股份有限公司
17,京城新能源,天使轮,2010-08-03,北京市,京城新能源是一家风电机组研发商，致力于大型风力发电机组及关键部件设计、制造和风力发电场投资、建设、运营、服务以及风力发电机、大型电动机的设计、制造、服务。,北京京城新能源有限公司,上海电气风电集团股份有限公司
18,上风风能,并购,2007-02-05,绍兴市,上风风能是2007年在绍兴市上虞区成立的，主要从事风能设备研制，以及通风机、风冷、水冷、空调、环保等设备研制、开发、制造、销售等业务。,浙江上风风能有限公司,上海电气风电集团股份有限公司
19,敏深风电,未融资,2000-11-15,青岛市,敏深风电是一家中小型风力发电设备研产商，生产中小型风力发电设备、永磁无铁芯电机、风电并网控制系统和高低压配电控制系统。,青岛敏深风电科技有限公司,上海电气风电集团股份有限公司
20,中船海装,并购,2004-01-09,重庆市,中船海装风电有限公司（以下简称“中船海装”）成立于2004年1月9日，隶属于中国船舶集团有限公司旗下中船科技股份有限公司，是国家海上风力发电工程技术研究中心平台建设单位，是专业从事风电装备系统集成设计及制造、风电场运维服务的技术企业。,中船海装风电有限公司,上海电气风电集团股份有限公司
1,中科慧灵,天使+轮,2023-08-30,北京市,中科慧灵成立于2023年8月，位于北京市，是一家人形机器人研发商，致力于研发面向场景落地的通用人形机器人和具身智能产品。专注于创造出能够替代人类执行高风险、高强度以及单调重复工作的人形机器人与具身智能产品，从而改善人类工作者的工作环境，并让人们有更多精力投入到更具创造性和更高价值的活动中。,北京中科慧灵机器人技术有限公司,智元创新(上海)科技股份有限公司
2,众擎机器人,B+轮,2023-10-07,深圳市,众擎机器人成立于2023年，专注于通用智能机器人及行业场景方案，包括人形机器人和其它相关产品的研发生产，公司产品面向科研教育、工业制造、商业服务、家庭等多种场景，致力于推动人形机器人技术在全球范围的商业化落地。,深圳众擎机器人科技股份有限公司,智元创新(上海)科技股份有限公司
3,矩阵超智,天使轮,2024-04-24,上海市,矩阵超智是一家机器人研发商，其MATRIX-1人形机器人，以人形机器人“脑—体协同”智能操作系统、全身动态响应运动控制、全栈自研三大核心技术，定义人形机器人行业新标杆。,上海矩阵超智系统集成有限公司,智元创新(上海)科技股份有限公司
4,加速进化,A+轮,2023-06-20,北京市,加速进化成立于2023年，是一个人形机器人研发商，致力于研发更富有行动能力的人形机器人本体和易于开发的运控开发平台，公司是国内为数不多能正向设计人形机器人本体的团队，拥有行业稀缺的专注在双足或人形领域的研发经验，团队成员在运控算法、人形本体上有着丰富的经验积累。,北京加速进化科技有限公司,智元创新(上海)科技股份有限公司
5,魔法原子,A轮,2024-12-05,无锡市,魔法原子成立于2024年，专注于通用机器人和具身智能技术研发与落地应用，产品涵盖通用人形机器人与四足机器人，覆盖工业、商业及家庭等多元场景。团队超过80%为研发人员，长期深耕机器人本体、人工智能算法等核心技术，同时具备丰富的工程化与量产经验。,魔法工场（无锡）科技有限公司,智元创新(上海)科技股份有限公司
6,星尘智能,B轮,2022-12-05,深圳市,星尘智能成立于2022年，致力于人形机器人研发，推动人机共存、共创、共赢的愿景。公司专注研发“新一代最强AI机器人助理”，能像人一样学习、思考和劳动，与人流畅智能交互，会使用人的工具和设备、帮人完成枯燥、困难或危险的任务，不断拓展应用场景边界，实现泛场景通用操作能力，引领“AI+机器人”技术革新。,星尘智能（深圳）人工智能科技股份有限公司,智元创新(上海)科技股份有限公司
7,北京人形机器人,A轮,2023-11-02,北京市,北京人形机器人于2023年11月成立，是具身智能软硬件全栈科技公司，聚焦于具身智能机器人核心技术、产品研发和应用落地，汇聚全球顶尖人才，围绕通用机器人平台“具身天工”和通用具身智能平台“慧思开物”两大核心任务开展攻坚，致力于打造具有全球影响力的具身智能创新策源地和应用示范高地。,北京人形机器人创新中心有限公司,智元创新(上海)科技股份有限公司
